car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,manufacture,engine,Seats,num_owners
Ford Ecosport 1.5 Diesel Titanium,475000.0,62500,0,0,2015,1950.0,5,1
Ford Ecosport 1.5 Diesel Titanium,725000.0,49036,0,0,2017,1595.0,5,1
Mercedes-Benz E-Class Expression E 220 d BSIV,5800000.0,17000,0,1,2020,1197.0,5,1
Mercedes-Benz B Class B180 Sports,1290000.0,67000,1,1,2013,1950.0,5,2
Maruti Swift ZXI BSIV,441000.0,39889,1,0,2017,2967.0,4,2
Mercedes-Benz E-Class Exclusive E 220d,7625000.0,2000,0,1,2022,1498.0,5,1
Audi A8 L 50 TDI Quattro Premium Plus,4200000.0,81250,0,1,2015,1995.0,5,1
Ford Ecosport 1.5 Diesel Titanium Plus,525000.0,43000,0,0,2016,1196.0,5,1
BMW X3 xDrive 20d Luxury Line,6000000.0,19000,0,1,2021,1498.0,5,1
Ford Figo 1.2P Titanium Plus MT,395000.0,29000,1,0,2016,2993.0,4,2
MG Astor Sharp CVT,1725000.0,2400,1,1,2022,1796.0,5,1
Jaguar XJ 3.0L LWB Ultimate,2290000.0,79004,0,1,2012,1798.0,5,2
Mercedes-Benz C-Class C 200 CGI Grand Edition,3650000.0,28000,1,1,2018,2143.0,5,1
Toyota Corolla Altis VL AT,875000.0,99300,1,1,2015,4367.0,5,2
Mercedes-Benz M-Class ML 250 CDI,2190000.0,80000,0,1,2014,2993.0,4,2
Land Rover Range Rover Vogue SE 4.4 SDV8,3525000.0,87002,0,1,2013,1968.0,5,2
BMW 7 Series 730Ld DPE Signature,130000.0,19000,0,1,2021,1968.0,5,1
Audi Q5 2.0 TDI Premium Plus,1425000.0,94002,0,1,2013,4367.0,5,2
Audi A6 2.0 TDI Premium Plus,1425000.0,82005,0,1,2013,1796.0,5,2
Land Rover Range Rover Vogue SE 4.4 SDV8,3975000.0,95004,0,1,2013,1998.0,5,1
Mercedes-Benz C-Class C 200 CGI Grand Edition,3650000.0,25000,1,1,2018,1498.0,5,1
BMW X1 sDrive20i xLine,2810000.0,68753,1,1,2019,1582.0,5,2
Ford Ecosport 1.5 DV5 MT Titanium,475000.0,62500,0,0,2015,1950.0,5,1
Hyundai Creta 1.6 CRDi AT S Plus,894999.9999999999,85000,0,1,2017,1498.0,5,1
Mercedes-Benz C-Class Progressive C 200,4990000.0,12000,1,1,2021,1248.0,5,1
Honda WR-V i-DTEC VX,699000.0,58000,0,0,2017,1248.0,5,1
Maruti Baleno 1.3 Zeta,620000.0,55500,0,0,2018,1950.0,5,1
Maruti Baleno 1.3 Zeta,625000.0,54000,0,0,2018,1956.0,5,1
Mercedes-Benz C-Class Progressive C 200,4790000.0,12000,1,1,2021,1956.0,5,1
Tata Harrier XM,1250000.0,32500,0,0,2019,1086.0,5,1
Tata Harrier XM,1260000.0,33500,0,0,2019,1997.0,5,1
Hyundai i10 Era 1.1 iTech SE,221000.0,60000,1,0,2012,2523.0,7,1
Land Rover Range Rover Velar R-Dynamic S Petrol MY21,8500000.0,38000,1,1,2020,1248.0,5,1
Mahindra Bolero SLX 2WD BSIII,450000.0,120000,0,0,2015,998.0,5,1
Maruti Vitara Brezza LDi Option,635000.0,64000,0,0,2017,1996.0,7,1
Maruti Wagon R CNG LXI BSIV,400000.0,59000,Cng,0,2017,1451.0,5,1
MG Gloster Savvy 7-Str,3965000.0,11000,0,1,2021,999.0,5,2
MG Hector Sharp DCT,1800000.0,12023,1,1,2021,1969.0,5,1
Renault KWID Climber 1.0 AMT BSIV,470000.0,30000,1,1,2019,0.0,5,1
Volvo S90 D4 Inscription BSIV,4475000.0,20000,0,1,2018,1950.0,5,1
MG ZS EV Exclusive,2110000.0,38000,Electric,1,2020,1998.0,5,1
Mercedes-Benz C-Class Progressive C 200,3650000.0,16500,1,1,2018,1950.0,5,1
Mini Cooper D,1889999.9999999998,29000,0,1,2014,1197.0,5,2
Mercedes-Benz C-Class Progressive C 220d,3900000.0,24000,0,1,2020,1498.0,5,2
Maruti Swift LXI,483000.0,37229,1,0,2020,2993.0,5,1
Honda City i DTEC VX,490000.00000000006,100000,0,0,2015,2179.0,7,3
BMW X5 xDrive 30d,2975000.0,85000,0,1,2015,1968.0,5,2
Mahindra XUV500 W6 2WD,430999.99999999994,90928,0,0,2013,1498.0,5,1
Audi A3 35 TDI Premium Plus,2580000.0,39000,0,1,2020,1950.0,5,1
Volkswagen Vento 1.5 TDI Highline AT,500000.0,78000,0,1,2015,1373.0,7,1
Mercedes-Benz GLC Coupe 300d 4MATIC,7150000.0,24900,0,1,2021,1399.0,5,1
Maruti Ertiga VXI CNG,725000.0,44000,Cng,0,2016,1497.0,5,1
Ford Figo Diesel Titanium,193000.0,86483,0,0,2014,1997.0,5,3
Honda City Edge Edition SV,900000.0,20000,1,0,2019,1598.0,5,1
Jaguar XF 2.0 Petrol Prestige,4700000.0,7500,1,1,2020,2755.0,7,1
Renault Duster Petrol RxL,575000.0,49000,1,0,2017,1462.0,7,2
Toyota Innova Crysta 2.8 GX AT BSIV,1875000.0,26000,0,1,2018,4461.0,7,1
Maruti Ertiga CNG VXI,675000.0,65000,Cng,0,2015,1197.0,5,1
Toyota Land Cruiser VX,158000.0,56000,0,1,2018,1248.0,5,1
Toyota Glanza G,606000.0,40252,1,0,2020,1582.0,5,1
Maruti Swift VDI BSIV,323000.0,97947,0,0,2014,1197.0,5,2
Hyundai Creta 1.6 CRDi AT SX Plus,716000.0,150715,0,1,2015,1968.0,5,1
Hyundai i10 Sportz,158000.0,102820,1,0,2010,1462.0,7,1
Skoda New Laura Ambiente 2.0 TDI CR AT,252999.99999999997,109403,0,1,2012,1993.0,5,3
Maruti Ertiga VXI AT,858000.0,37377,1,1,2019,1197.0,5,1
Mercedes-Benz C-Class C 220d,6200000.0,4000,0,1,2022,1461.0,5,1
Maruti Swift Dzire VXI,367000.0,84728,1,0,2015,1968.0,5,2
Renault Duster 85PS Diesel RxE,324000.0,53548,0,0,2013,1497.0,5,2
Audi A6 2.0 TDI,1619000.0000000002,29397,0,1,2014,1197.0,5,1
Honda City i VTEC CVT VX,775000.0,64000,1,1,2016,1997.0,7,1
Hyundai Grand i10 Asta,405999.99999999994,30346,1,0,2016,1248.0,5,1
Mahindra XUV500 W10 1.99 mHawk,1063000.0,42119,0,0,2017,1396.0,5,1
Maruti Swift Dzire VDI,327000.0,120450,0,0,2014,1198.0,5,2
Hyundai Creta 1.4 CRDi S,835000.0,70000,0,0,2017,1991.0,4,1
Honda Amaze S i-Vtech,440000.00000000006,59534,1,0,2015,1373.0,5,2
Chevrolet Cruze LTZ AT,650000.0,90000,0,1,2016,2494.0,8,2
Maruti Ciaz 1.4 Zeta,750000.0,63001,1,0,2017,1950.0,5,1
Toyota Innova 2.5 VX (Diesel) 8 Seater,1350000.0,153000,0,0,2014,1197.0,5,1
Mercedes-Benz C-Class Progressive C 220d,1600000.0,65000,0,1,2014,1462.0,6,1
Hyundai Grand i10 Asta Option,459999.99999999994,60000,1,0,2015,1968.0,5,2
Maruti XL6 Zeta,1100000.0,17000,1,0,2021,1197.0,5,1
Audi A4 2.0 TDI,1300000.0,55000,0,1,2013,1997.0,7,3
Hyundai i20 Petrol Asta Option,790000.0,24000,1,0,2019,1298.0,5,1
Mahindra XUV500 W10 1.99 mHawk,1200000.0,102000,0,0,2016,1199.0,5,1
Maruti Swift 1.3 VXi,320000.0,40000,1,0,2010,999.0,7,1
Tata Tiago 1.2 Revotron XM,305000.0,92195,1,0,2016,1598.0,5,1
Renault Triber RXL EASY-R AMT,665000.0,13780,1,1,2020,1798.0,5,1
Skoda Rapid 1.6 MPI AT Ambition BSIV,975000.0,24700,1,1,2019,1199.0,5,1
Skoda Octavia 1.8 TSI AT Style,1950000.0,41000,1,1,2019,1582.0,5,1
Honda Jazz V CVT,680000.0,18000,1,1,2017,1373.0,5,2
Hyundai Creta 1.6 CRDi AT SX Plus,1225000.0,7000,0,1,2016,1248.0,5,1
Maruti Ciaz 1.4 AT Alpha,950000.0,39600,1,1,2018,1197.0,5,1
Maruti Swift VDI BSIV,690000.0,39500,0,0,2018,2755.0,7,1
Maruti Swift Dzire AMT ZXI Plus,875000.0,11800,1,1,2020,1969.0,5,1
Toyota Fortuner 2.8 2WD MT BSIV,2805000.0,77000,0,0,2017,2982.0,7,2
Volvo S60 D4 KINETIC,1680000.0,99000,0,1,2017,1497.0,5,1
Toyota Fortuner 4x2 Manual,1610000.0000000002,177000,0,0,2014,1497.0,5,1
Kia Seltos HTX G,1390000.0,43000,1,0,2019,1995.0,5,1
Mahindra XUV300 W8 Diesel BSIV,1260000.0,40000,0,0,2019,1968.0,5,1
BMW X1 sDrive 20d xLine,3250000.0,65000,0,1,2019,1248.0,5,1
Audi A3 35 TDI Premium Plus,2580000.0,39000,0,1,2020,1497.0,7,1
Maruti Vitara Brezza ZDi,980000.0000000001,48000,0,0,2018,1582.0,5,1
Mahindra Marazzo M2 BSIV,1025000.0,77000,0,0,2019,1493.0,7,1
Hyundai Creta 1.6 CRDi SX Plus,1025000.0,52000,0,0,2018,1498.0,7,1
Mahindra TUV 300 T10,969999.9999999999,27000,0,0,2018,1497.0,5,1
Honda BR-V i-DTEC V MT,965000.0,47000,0,0,2018,1498.0,5,1
Tata Nexon 1.5 Revotorq XZ Plus,955000.0000000001,42000,0,0,2019,1591.0,5,2
Honda WR-V i-DTEC VX,930000.0000000001,42000,0,0,2018,1598.0,5,1
Hyundai Creta 1.6 VTVT SX Plus,894999.9999999999,48000,1,0,2016,1198.0,5,1
Maruti SX4 S Cross DDiS 320 Zeta,855000.0000000001,59000,0,0,2017,1493.0,7,1
Tata Nexon 1.2 Revotron XM,835000.0,27000,1,0,2019,999.0,7,1
Mahindra TUV 300 T8,800000.0,44000,0,0,2016,1248.0,7,1
Renault Triber RXZ EASY-R AMT,800000.0,5000,1,1,2021,1498.0,5,1
Maruti Ertiga ZDI,740000.0,78000,0,0,2013,1497.0,7,1
Ford Ecosport 1.5 TDCi Titanium Plus BE BSIV,700000.0,57000,0,0,2016,999.0,5,1
Honda Mobilio V Option i-VTEC,605000.0,48000,1,0,2014,1498.0,5,2
Ford Ecosport 1.0 Ecoboost Titanium Optional,590000.0,56000,1,0,2014,1461.0,5,1
Volkswagen Vento 1.5 TDI Highline,550000.0,15000,0,0,2013,1497.0,5,1
Renault Duster 110PS Diesel RXZ Optional with Nav,565000.0,77000,0,0,2012,2179.0,5,2
Honda City i-VTEC V,850000.0,60000,1,0,2018,1198.0,5,1
Land Rover Range Rover Evoque 2.2L Pure,2000000.0,65000,0,1,2013,1199.0,5,2
Honda Jazz X,390000.0,61985,1,0,2012,1197.0,5,1
Honda Amaze V Petrol BSIV,819999.9999999999,19000,1,0,2019,1199.0,5,1
Maruti Swift Dzire VXI 1.2,750000.0,30000,1,0,2019,1197.0,5,1
Honda Jazz 1.2 S i VTEC,700000.0,41000,1,0,2018,1197.0,5,1
Hyundai Grand i10 Nios Sportz,675000.0,6834,1,0,2020,1591.0,5,1
Maruti Swift Dzire VXI,370000.0,112160,1,0,2013,1462.0,5,1
Hyundai Creta 1.6 SX Automatic,1100000.0,16118,1,1,2018,1461.0,5,1
Maruti Ciaz Alpha,990000.0,47000,1,0,2020,1598.0,5,1
Renault Duster 110PS Diesel RxZ,420000.0,80000,0,0,2012,1462.0,5,2
Skoda Rapid 1.6 MPI Active BSIV,893000.0,24000,1,0,2020,998.0,5,1
Maruti Ciaz Alpha Automatic BSIV,865000.0,46000,1,1,2018,1197.0,5,1
Maruti Baleno RS 1.0 Petrol,785000.0,30000,1,0,2017,1197.0,5,1
Hyundai i20 Active 1.2 SX,765000.0,30000,1,0,2017,1396.0,5,1
Maruti Swift Dzire ZXI 1.2,755000.0,31000,1,0,2017,1248.0,5,1
Hyundai Elite i20 2018 Diesel Asta Option,750000.0,46000,0,0,2018,1199.0,5,1
Maruti Baleno 1.3 Zeta,743000.0,44000,0,0,2016,1498.0,5,1
Honda Jazz V,730000.0,40000,1,0,2019,1197.0,5,1
Honda City i DTec S,705000.0,39000,0,0,2016,1197.0,5,1
Hyundai i20 Asta 1.2,450000.0,63759,1,0,2013,1199.0,5,1
Hyundai i20 Active S Petrol,699000.0,29000,1,0,2018,1197.0,5,2
Honda Jazz 1.2 SV i VTEC,695000.0,42000,1,0,2017,1197.0,5,1
Hyundai i20 Sportz 1.2,675000.0,37000,1,0,2017,1497.0,5,1
Maruti Swift VXI,675000.0,40000,1,0,2019,1199.0,5,1
Honda City i VTEC SV,645000.0,33000,1,0,2014,998.0,5,1
Honda Jazz 1.2 S i VTEC,640000.0,26000,1,0,2018,1373.0,5,1
Hyundai Venue SX Plus Turbo DCT DT,1195000.0,24000,1,1,2021,1497.0,7,1
Maruti Ciaz VXi,450000.0,156596,1,0,2015,1798.0,5,1
Honda BR-V i-VTEC VX MT,580000.0,98778,1,0,2017,1197.0,5,1
Skoda Superb Elegance 1.8 TSI AT,800000.0,145000,1,1,2010,1968.0,5,2
Hyundai i20 1.2 Asta Option,790000.0,26000,1,0,2018,1197.0,5,1
Skoda Octavia 2.0 TDI AT Style Plus,1750000.0,60000,0,1,2017,1199.0,5,2
Maruti Baleno 1.2 Zeta,560000.0,560000,1,0,2017,1199.0,5,1
Honda Jazz 1.2 VX i VTEC,635000.0,45000,1,0,2017,1598.0,5,1
Tata Tiago XZA,625000.0,27000,1,1,2019,1798.0,5,1
Skoda Rapid 1.6 MPI AT Ambition BSIV,860000.0,43000,1,1,2018,1968.0,5,1
Toyota Corolla Altis GL MT,990000.0,37000,1,0,2015,1197.0,5,1
Audi Q3 2.0 TDI Quattro Premium Plus,1989999.9999999998,46000,0,1,2014,1199.0,5,1
Hyundai i10 Sportz AT,280000.0,51366,1,1,2011,1497.0,5,1
Honda Jazz 1.2 V AT i VTEC,630000.0,77331,1,1,2017,1984.0,5,1
Honda City i VTEC V,630000.0,77783,1,0,2016,1493.0,7,1
Skoda Superb LK 2.0 TDI AT,2250000.0,44000,0,1,2016,1198.0,5,1
Mahindra TUV 300 T10 AMT,625000.0,56276,0,1,2018,1248.0,5,2
Honda Brio V MT,290000.0,44408,1,0,2012,999.0,5,2
Tata Manza Aqua Quadrajet,150000.0,80000,0,0,2010,1368.0,5,1
Volkswagen Ameo 1.0 MPI Highline Plus,610000.0,20000,1,0,2019,2198.0,7,1
Jeep Compass 1.4 Limited Opt DCT,2390000.0,19000,1,1,2021,1462.0,5,1
Ford Endeavour 2.2 Titanium AT 4X2,2700000.0,73500,0,1,2019,1248.0,5,1
Maruti Ciaz Delta Automatic BSIV,810000.0,28783,1,1,2019,1422.0,5,1
Maruti Vitara Brezza ZDi,975000.0,43000,0,0,2018,1197.0,5,1
Skoda Fabia 1.4 TDI Classic,150000.0,117500,0,0,2010,1198.0,5,2
Maruti Swift Dzire VXi AT,450000.0,46352,1,1,2012,1197.0,5,1
Volkswagen Ameo 1.2 MPI Comfortline Plus,440000.00000000006,84123,1,0,2017,796.0,5,1
Hyundai i20 Asta Option BSIV,780000.0,22773,1,0,2019,1199.0,5,1
Maruti Alto 800 LXI,300000.0,20000,1,0,2017,2143.0,5,2
Chevrolet Beat LT,175000.0,77075,1,0,2011,999.0,5,3
Mercedes-Benz GLC Progressive 220d,4300000.0,38000,0,1,2018,2143.0,5,1
Renault KWID 1.0 RXT,210000.0,70000,1,0,2016,1242.0,5,1
Mercedes-Benz GLA Class 200 d Sport,2050000.0,40000,0,1,2016,1197.0,5,1
Fiat Palio 1.2 ELX,,20000,1,0,2002,796.0,5,1
Hyundai Grand i10 Magna,385000.0,60000,1,0,2016,998.0,5,1
Maruti Alto LXi,185000.0,19521,1,0,2008,2393.0,7,1
Maruti Alto K10 VXI AMT,380000.0,19800,1,1,2017,1364.0,5,2
Toyota Innova Crysta 2.4 G MT,1975000.0,50000,0,0,2019,1497.0,5,1
Toyota Etios VXD,585000.0,50000,0,0,2012,1493.0,7,1
Honda City i-VTEC VX,1050000.0,37000,1,0,2019,1498.0,5,1
Mahindra TUV 300 T10,800000.0,40000,0,0,2019,1497.0,5,1
Honda WR-V i-DTEC S,825000.0,10700,0,0,2017,1197.0,5,1
Honda City i VTEC V,610000.0,31800,1,0,2014,1199.0,5,1
Maruti Baleno 1.2 Zeta,579000.0,32400,1,0,2016,1197.0,5,1
Honda Amaze VX Petrol,785000.0,4700,1,0,2020,1248.0,5,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,525000.0,33500,1,0,2018,1582.0,5,1
Maruti Swift Dzire VDI,699000.0,54800,0,0,2018,998.0,5,1
Hyundai Verna CRDi 1.6 EX,799000.0,44000,0,0,2017,1199.0,5,1
Maruti Wagon R VXI BS IV,415000.00000000006,19000,1,0,2014,1197.0,5,1
Honda Jazz VX CVT,789000.0,22000,1,1,2019,1199.0,5,1
Hyundai i20 Sportz,785000.0,12900,1,0,2020,998.0,5,1
Honda Amaze V CVT Petrol BSIV,780000.0,22700,1,1,2019,1086.0,5,1
Maruti Zen Estilo VXI BSIV,189000.0,69000,1,0,2010,1197.0,5,2
Hyundai Santro Xing GL Plus,269000.0,60000,1,0,2012,1497.0,5,1
Hyundai i20 Sportz,900000.0,9500,1,0,2020,1497.0,5,1
Honda City i-VTEC SV,980000.0000000001,15000,1,0,2021,2393.0,7,1
Kia Seltos HTK Plus G,1260000.0,19000,1,0,2020,1196.0,5,1
Toyota Innova Crysta 2.4 ZX 7 STR AT,3050000.0,3500,0,1,2022,998.0,5,1
Ford Figo Petrol ZXI,190000.0,81721,1,0,2010,1196.0,5,1
Maruti Zen Estilo LXI BS IV,210000.0,109656,1,0,2012,998.0,5,1
Ford Figo Petrol ZXI,195000.0,87955,1,0,2012,1197.0,5,1
Maruti Alto K10 VXI AMT,330000.0,50000,1,1,2015,2993.0,5,1
Maruti Swift Dzire AMT ZXI Plus,800000.0,12990,1,1,2019,2987.0,7,1
BMW 5 Series 530d M Sport,2999000.0,75099,0,1,2014,1498.0,5,1
Mercedes-Benz GL-Class 350 CDI Luxury,1450000.0,120000,0,1,2010,1197.0,5,1
Skoda Rapid 1.5 TDI AT Elegance Black Package,595000.0,70000,0,1,2015,1330.0,5,2
Hyundai i20 Asta,250000.0,90000,1,0,2009,1591.0,5,2
Renault Duster RXS Turbo CVT,1250000.0,10000,1,1,2021,1598.0,5,2
Hyundai Creta 1.6 SX Automatic,1275000.0,44000,1,1,2018,1198.0,5,1
Skoda Rapid Ultima 1.6 MPI AT Elegance,689000.0,29500,1,1,2013,1493.0,7,1
Honda Brio V MT,315000.0,81200,1,0,2013,1498.0,5,1
Mahindra TUV 300 mHAWK100 T8 AMT,700000.0,50000,0,1,2016,1199.0,5,1
Volkswagen Vento 1.5 TDI Highline AT,610000.0,141383,0,1,2016,1582.0,5,1
Honda Amaze VX CVT Petrol BSIV,800000.0,34392,1,1,2019,1197.0,5,1
Hyundai Verna SX CRDi AT,600000.0,90000,0,1,2013,1998.0,5,1
Hyundai Grand i10 Magna,390000.0,47681,1,0,2014,1086.0,5,1
Mini Cooper Countryman Cooper S,4099000.0,25900,1,1,2019,993.0,5,1
Hyundai Santro Xing GL,155000.0,120000,1,0,2009,1197.0,5,3
Maruti Zen LXI,,68952,1,0,2003,1497.0,5,2
Hyundai i10 Asta,335000.0,41525,1,0,2011,1353.0,5,2
Tata Altroz XZ Diesel,890000.0,15000,0,0,2021,1956.0,5,1
Kia Seltos GTX DCT,1825000.0,11000,1,1,2021,1498.0,5,1
Jeep Compass 2.0 Limited,1950000.0,29990,0,0,2019,1493.0,5,1
Honda City ZX CVT,1450000.0,25000,1,1,2020,1498.0,5,1
Hyundai Verna SX AT Diesel,1500000.0,20000,0,1,2022,1498.0,5,1
Ford Figo 1.5D Base MT,400000.0,90000,0,0,2016,1497.0,5,2
Honda WR-V i-DTEC VX,875000.0,80000,0,0,2018,2179.0,8,1
Honda City i VTEC CVT VX,850000.0,50000,1,1,2016,1798.0,5,2
Mahindra Scorpio SLE BSIV,480000.0,90000,0,0,2010,1197.0,5,2
Toyota Corolla Altis G AT,926000.0,70000,1,1,2015,999.0,5,2
Maruti Ignis Delta AMT,600000.0,20000,1,1,2020,796.0,5,1
Skoda Rapid 1.0 TSI Style AT,990000.0,25000,1,1,2018,1968.0,5,1
Maruti Alto LXi,,60000,1,0,2006,1497.0,5,2
Audi Q3 35 TDI Quattro Premium,2205000.0,56000,0,1,2015,1496.0,5,1
Honda City i VTEC CVT VX,850000.0,53000,1,1,2016,1968.0,5,1
Ford Ecosport Sports Petrol,969999.9999999999,10000,1,0,2020,2393.0,7,1
Audi A4 2.0 TDI Multitronic,1050000.0,110000,0,1,2012,1598.0,5,1
Toyota Innova Crysta 2.4 ZX MT BSIV,2200000.0,99990,0,0,2018,1995.0,5,1
Skoda Rapid 1.6 MPI Elegance Plus Black Package,420000.0,68000,1,0,2014,1197.0,5,2
BMW 5 Series 520d Modern Line,2100000.0,68500,0,1,2014,999.0,5,4
Maruti Swift ZXi BSIV,575000.0,50599,1,0,2015,1497.0,5,2
Volkswagen Polo 1.0 MPI Comfortline,484999.99999999994,54431,1,0,2015,1498.0,5,2
Honda City i-VTEC CVT VX,950000.0,65855,1,1,2019,0.0,5,1
Ford Ecosport 1.5 DV5 MT Titanium,484999.99999999994,113706,0,0,2014,2523.0,8,2
Tata Nexon EV Prime XZ Plus LUX,1450000.0,40000,Electric,1,2020,1497.0,8,1
Mahindra Scorpio EX,550000.0,100000,0,0,2012,1599.0,5,2
Mahindra Marazzo M6 Plus 8Str,1485000.0,36700,0,0,2021,2393.0,7,1
Hyundai Verna 1.6 i ABS,250000.0,40000,1,0,2009,2755.0,7,2
Toyota Innova Crysta 2.4 VX MT,2450000.0,50000,0,0,2020,1197.0,5,1
Toyota Innova Crysta 2.8 ZX AT BSIV,2650000.0,50000,0,1,2019,2987.0,7,1
Hyundai Grand i10 Nios Sportz,600000.0,40000,1,0,2019,1199.0,5,1
Mercedes-Benz GLS 350d 4MATIC,6500000.0,135000,0,1,2018,1968.0,5,1
Honda Jazz 1.2 SV i VTEC,610000.0,40000,1,0,2016,1591.0,5,1
Audi A6 35 TDI,3300000.0,15000,0,1,2016,2987.0,5,1
Hyundai Creta 1.6 SX Automatic,1035000.0,39000,1,1,2016,1364.0,5,1
Mercedes-Benz GLE 350d,4750000.0,60000,0,1,2016,2755.0,7,2
Toyota Etios GD,320000.0,120000,0,0,2013,2143.0,5,4
Toyota Innova Crysta 2.8 ZX AT BSIV,2575000.0,60000,0,1,2019,1995.0,5,1
Mercedes-Benz GLE 250d,4950000.0,45000,0,1,2017,2179.0,7,1
BMW X1 sDrive 20d xLine,3675000.0,23000,0,1,2019,1198.0,6,1
Mahindra XUV500 W11 AT BSIV,1700000.0,46952,0,1,2019,1598.0,5,1
Mahindra KUV 100 NXT D75 K8 Dual Tone,450000.0,35000,0,0,2017,1582.0,5,2
Skoda Rapid 1.6 MPI Elegance,430000.0,70000,1,0,2014,998.0,5,2
Hyundai Verna CRDi 1.6 SX,880000.0000000001,90000,0,0,2018,1197.0,5,2
Maruti Celerio X ZXI BSIV,425000.0,35000,1,0,2018,1197.0,5,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,525000.0,19400,1,0,2018,1197.0,5,1
Hyundai i20 1.2 Sportz,305000.0,80000,1,0,2012,1353.0,5,2
Hyundai Grand i10 Magna,450000.0,30900,1,0,2015,2199.0,7,1
Kia Seltos GTX Plus DCT,1750000.0,30000,1,1,2021,1591.0,5,1
Hyundai Santa Fe 4x4 AT,1300000.0,77000,0,1,2013,1591.0,5,1
Hyundai Creta 1.6 SX,1350000.0,36000,1,0,2018,1498.0,5,1
Hyundai Creta 1.6 SX Automatic,1450000.0,19000,1,1,2019,1395.0,5,1
Ford Ecosport 1.5 Diesel Titanium Plus BSIV,825000.0,70000,0,0,2017,1984.0,5,1
Skoda Octavia Ambition 1.4 TSI MT,1200000.0,85000,1,0,2014,1968.0,5,1
Audi A4 2.0 TFSI,1500000.0,23000,1,1,2010,2982.0,7,1
Skoda Octavia Elegance 2.0 TDI AT,1600000.0,75000,0,1,2015,1798.0,5,1
Toyota Fortuner 4x4 AT,1950000.0,85000,0,1,2013,2494.0,5,1
Toyota Corolla Altis 1.8 J,775000.0,50000,1,0,2012,2982.0,7,1
Toyota Camry Hybrid,2300000.0,50000,Electric,1,2015,1969.0,7,1
Toyota Fortuner 4x4 AT,2550000.0,60000,0,1,2016,1984.0,5,1
Volvo XC 90 D5 Inscription,6500000.0,60000,0,1,2018,2400.0,5,1
Volvo S60 D4 SUMMUM,2200000.0,36000,0,1,2015,2698.0,5,1
Volvo XC60 D5 Inscription,2400000.0,120000,0,1,2015,1968.0,5,1
Audi A6 2.7 TDI,1300000.0,70000,0,1,2010,1998.0,4,1
Audi Q3 2.0 TDI WCI,1600000.0,94000,0,1,2013,2967.0,7,2
Mini 3 DOOR Cooper S,3750000.0,9000,1,1,2018,2967.0,7,1
Audi Q7 3.0 TDI quattro,2300000.0,135000,0,1,2013,1995.0,5,1
Audi Q7 45 TDI Quattro Premium Plus,5800000.0,70000,0,1,2018,1995.0,5,1
BMW 3 Series 320d,1500000.0,39000,0,1,2011,1995.0,5,1
BMW 3 Series 320d,1600000.0,50000,0,1,2012,2993.0,5,1
BMW 3 Series 320d Sport,4500000.0,8000,0,1,2020,2925.0,5,1
BMW X3 xDrive30d M Sport,4000000.0,50000,0,1,2016,1995.0,5,1
Mercedes-Benz S-Class S 350 d,130000.0,14000,0,1,2020,1199.0,5,1
BMW 5 Series 520d Luxury Line,4600000.0,40000,0,1,2018,1498.0,5,1
Volkswagen Polo Diesel Comfortline 1.2L,375000.0,196000,0,0,2013,1497.0,5,2
Volkswagen Vento 1.5 TDI Highline Plus AT,850000.0,95000,0,1,2018,1796.0,5,1
Tata Nexon 1.5 Revotorq XM,750000.0,48632,0,0,2018,1498.0,5,1
Mercedes-Benz C-Class 200 K AT,800000.0,90000,1,1,2008,2143.0,5,2
Volkswagen Vento 1.5 TDI Highline Plus AT,850000.0,95000,0,1,2018,1950.0,5,1
Mercedes-Benz C-Class C 220 CDI Avantgarde,3900000.0,55000,0,1,2018,2143.0,5,1
Mercedes-Benz E-Class Exclusive E 220d,4700000.0,18000,0,1,2017,1496.0,5,1
Mercedes-Benz GLC 220d 4MATIC Sport,5000000.0,29000,0,1,2018,2993.0,5,1
Toyota Yaris J CVT,1100000.0,5000,1,1,2020,1197.0,5,1
BMW 7 Series 730Ld DPE Signature,7000000.0,25000,0,1,2017,814.0,5,1
Hyundai i10 Asta,325000.0,41000,1,0,2011,999.0,5,2
Hyundai EON Era,250000.0,63463,1,0,2013,796.0,5,1
Renault Kiger RXT Turbo CVT,899000.0,20000,1,1,2021,1197.0,5,1
Maruti Alto 800 LXI Anniversary Edition,267000.0,69852,1,0,2014,998.0,5,1
Hyundai Grand i10 Magna AT,525000.0,29584,1,1,2016,999.0,7,1
Maruti Wagon R VXI BS IV,395000.0,27514,1,0,2014,1197.0,5,1
Renault Triber RXZ BSIV,690000.0,30339,1,0,2019,998.0,5,1
Maruti Baleno Alpha CVT,850000.0,39386,1,1,2019,1086.0,5,1
Maruti Wagon R VXI BS IV,300000.0,64671,1,0,2012,1248.0,5,1
Hyundai Santro Sportz BSIV,490000.00000000006,30670,1,0,2019,1197.0,5,1
Maruti Swift VDI,670000.0,46086,0,0,2018,998.0,5,1
Maruti Baleno 1.2 Delta,550000.0,70346,1,0,2015,1198.0,5,1
Maruti Wagon R VXI,150000.0,50000,1,0,2005,998.0,5,1
Honda Amaze S i-Vtech,400000.0,80000,1,0,2015,998.0,5,1
Maruti Wagon R AMT VXI Option,449000.0,58365,1,1,2016,1197.0,5,1
